"Batch","Character","Page","Section","File","FullPath"
"B","Grin God","grin-god.html","Original Drawing","Grin God right side ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God right side ORIGINAL.jpg"
"B","Grin God","grin-god.html","Original Drawing","Grin God ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God ORIGINAL.jpg"
"B","Grin God","grin-god.html","Original Drawing","Grin God ORIGINAL COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God ORIGINAL COLOR 1.jpg"
"B","Grin God","grin-god.html","Original Drawing","Grin God ORIGINAL COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God ORIGINAL COLOR 2.jpg"
"B","Grin God","grin-god.html","Digitized Versions","Grin God left side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God left side B&W.jpg"
"B","Grin God","grin-god.html","Digitized Versions","Grin God right side B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God right side B&W.jpg"
"B","Grin God","grin-god.html","Digitized Versions","Grin God left side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God left side COLOR.jpg"
"B","Grin God","grin-god.html","Digitized Versions","Grin God right side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin God right side COLOR.jpg"
"B","Grin Kitty","grin-kitty.html","Original Drawing","Grin Kitty ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Kitty ORIGINAL.jpg"
"B","Grin Kitty","grin-kitty.html","Digitized Versions","Grin Kitty B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Kitty B&W.jpg"
"B","Grin Mouth","grin-mouth.html","Original Drawing","Grin Mouth ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Mouth ORIGINAL.jpg"
"B","grinne side view","grinne-side-view.html","Digitized Versions","grinne side view color.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\grinne side view color.jpg"
"B","grinnie","grinnie.html","Digitized Versions","grinnie back color.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\grinnie back color.jpg"
"B","grinnie","grinnie.html","Digitized Versions","Grinnie three quarters B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie three quarters B&W.jpg"
"B","grinnie","grinnie.html","Digitized Versions","Grinnie three quarters COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie three quarters COLOR.jpg"
"B","Grinnie and Friends Totem Pole","grinnie-and-friends-totem-pole.html","Original Drawing","Grinnie and Friends Totem Pole ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie and Friends Totem Pole ORIGINAL.jpg"
"B","Grinnie Delusionville Pilot","grinnie-delusionville-pilot.html","Digitized Versions","Grinnie Delusionville Pilot side COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot side COLOR.jpg"
"B","Grinnie Delusionville Pilot","grinnie-delusionville-pilot.html","Digitized Versions","Grinnie Delusionville Pilot  COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot  COLOR.jpg"
"B","Grinnie Delusionville Pilot in plane","grinnie-delusionville-pilot-in-plane.html","Digitized Versions","Grinnie Delusionville Pilot in plane front B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot in plane front B&W.jpg"
"B","Grinnie Delusionville Pilot in plane","grinnie-delusionville-pilot-in-plane.html","Digitized Versions","Grinnie Delusionville Pilot in plane front COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Delusionville Pilot in plane front COLOR.jpg"
"B","Grinnie Family Icon","grinnie-family-icon.html","Digitized Versions","Grinnie Family Icon COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Family Icon COLOR.jpg"
"B","grinnie front view","grinnie-front-view.html","Digitized Versions","grinnie front view color.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\grinnie front view color.jpg"
"B","Grinnie on Horseback","grinnie-on-horseback.html","Original Drawing","Grinnie on Horseback ORIGINAL 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie on Horseback ORIGINAL 2.jpg"
"B","Grinnie on Horseback","grinnie-on-horseback.html","Original Drawing","Grinnie on Horseback ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie on Horseback ORIGINAL.jpg"
"B","Grinnies Grin","grinnies-grin.html","Original Drawing","Grinnies Grin ORIGINAL 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Grin ORIGINAL 2.jpg"
"B","Grinnies Grin","grinnies-grin.html","Digitized Versions","Grinnies Grin COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Grin COLOR.jpg"
"B","grinnies grin face animation","grinnies-grin-face-animation.html","Digitized Versions","grinnies grin face animation.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\grinnies grin face animation.jpg"
"B","Grinnie Side view","grinnie-side-view.html","Digitized Versions","Grinnie Side view COLOR.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnie Side view COLOR.png"
"B","Grinnies on TV","grinnies-on-tv.html","Original Drawing","Grinnies on TV ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies on TV ORIGINAL.jpg"
"B","Grinnies on TV","grinnies-on-tv.html","Digitized Versions","Grinnies on TV B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies on TV B&W.jpg"
"B","Grinnies Twins","grinnies-twins.html","Original Drawing","Grinnies Twins ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Twins ORIGINAL.jpg"
"B","Grinnies Twins","grinnies-twins.html","Digitized Versions","Grinnies Twins COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinnies Twins COLOR.jpg"
"B","Grin Planet","grin-planet.html","Digitized Versions","Grin Planet B&W.png","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Planet B&W.png"
"B","Grinplanet Nobody","grinplanet-nobody.html","Digitized Versions","Grinplanet Nobody COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grinplanet Nobody COLOR.jpg"
"B","Grin Reaper version 2","grin-reaper-version-2.html","Digitized Versions","Grin Reaper version 2 B&W.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Reaper version 2 B&W.jpg"
"B","Grin Reaper With Facemask","grin-reaper-with-facemask.html","Original Drawing","Grin Reaper With Facemask ORIGINAL COLOR 1.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Reaper With Facemask ORIGINAL COLOR 1.jpg"
"B","Grin Reaper With Facemask","grin-reaper-with-facemask.html","Original Drawing","Grin Reaper With Facemask ORIGINAL COLOR 2.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Reaper With Facemask ORIGINAL COLOR 2.jpg"
"B","Grin Reaper With Facemask","grin-reaper-with-facemask.html","Original Drawing","Grin Reaper With Facemask ORIGINAL COLOR 3.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Reaper With Facemask ORIGINAL COLOR 3.jpg"
"B","Grin Smoker","grin-smoker.html","Digitized Versions","Grin Smoker copy.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Smoker copy.jpg"
"B","Grin Smoker","grin-smoker.html","Digitized Versions","Grin Smoker COLOR.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Smoker COLOR.jpg"
"B","Grin Smoker B&W shaded","grin-smoker-b-and-w-shaded.html","Digitized Versions","Grin Smoker B&W shaded.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Smoker B&W shaded.jpg"
"B","Grin Smoker Portrait","grin-smoker-portrait.html","Original Drawing","Grin Smoker Portrait ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grin Smoker Portrait ORIGINAL.jpg"
"B","Grouch Grin","grouch-grin.html","Original Drawing","Grouch Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Grouch Grin ORIGINAL.jpg"
"B","Gummy Bear Grin","gummy-bear-grin.html","Original Drawing","Gummy Bear Grin ORIGINAL.jpg","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Gummy Bear Grin ORIGINAL.jpg"
